timestamp,x,y,z
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.398829221725463867e+00
1.018762588500976562e-03,0.000000000000000000e+00,0.000000000000000000e+00,-2.398829221725463867e+00
1.109106540679931641e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.400384664535522461e+00
2.199783325195312500e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.401840925216674805e+00
3.302249908447265625e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.403266191482543945e+00
4.400899410247802734e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.404576301574707031e+00
6.701874732971191406e+00,9.846457481384277344e+00,5.115677481626335066e-07,-1.262188243865966797e+01
